統計期,統計區,總計,紙類及紙製品,金屬類,塑膠及橡膠製品,玻璃製品,紡織品,家電用品,電池,資訊及通信物品,農藥容器及特殊環境用藥容器,食用油,其他
103年 10月,嘉義縣,6380,2051,2288,939,640,185,49,18,9,5,0,196
103年 10月,屏東縣,9310,3504,2276,1235,991,111,351,148,32,7,0,655
103年 10月,臺東縣,2424,732,209,931,455,8,8,11,1,10,0,58
103年 10月,花蓮縣,3790,1954,534,717,313,35,31,18,9,1,0,178
103年 10月,澎湖縣,1187,683,107,112,156,26,17,29,5,0,0,53
103年 10月,基隆市,5316,3126,529,441,824,48,53,3,28,1,0,263
103年 10月,新竹市,6512,3816,689,504,982,233,41,107,22,0,0,117
103年 10月,嘉義市,3973,1903,1066,382,120,53,187,19,55,0,0,188
103年 10月,金門縣,954,475,181,105,58,3,20,6,7,0,0,100
103年 10月,連江縣,341,72,62,35,9,1,5,3,1,0,0,153
103年 11月,新北市,37498,20311,8119,4176,2175,481,316,91,85,12,19,1715
103年 11月,臺北市,39399,21452,14416,1463,785,44,144,12,28,0,9,1044
103年 11月,桃園市,28696,15577,6728,2858,1673,189,454,157,246,2,18,794
103年 11月,臺中市,28150,16069,4573,2957,2722,203,379,115,140,9,3,979
103年 11月,臺南市,24179,13209,6216,1908,1151,164,202,137,106,7,3,1075
103年 11月,高雄市,35070,16766,6282,2829,2847,1006,524,247,281,7,8,4273
103年 11月,宜蘭縣,5519,2827,1114,614,507,129,42,22,26,3,8,228
103年 11月,新竹縣,6193,2987,1955,664,403,16,58,38,29,1,0,42
103年 11月,苗栗縣,6623,2975,1632,691,775,84,133,33,46,2,1,250
103年 11月,彰化縣,13538,7079,1847,1388,1677,584,266,44,57,6,1,587
103年 11月,南投縣,6179,3444,1066,835,423,57,148,39,34,2,2,128
103年 11月,雲林縣,6423,2509,2193,549,559,59,219,32,24,18,0,261
103年 11月,嘉義縣,6263,2008,2250,950,635,161,44,11,8,5,2,187
103年 11月,屏東縣,8813,3420,2211,1151,1016,98,328,138,31,9,0,411
103年 11月,臺東縣,2512,854,246,811,476,6,18,15,2,5,28,51
103年 11月,花蓮縣,3481,1925,535,526,254,27,55,16,12,1,0,129
103年 11月,澎湖縣,1494,735,428,106,125,17,11,21,4,0,1,45
103年 11月,基隆市,5051,2971,521,366,828,23,54,5,27,1,0,254
103年 11月,新竹市,6386,3740,715,477,979,225,37,32,19,0,25,138
103年 11月,嘉義市,3798,1834,925,371,153,53,162,19,48,0,1,230
103年 11月,金門縣,912,462,182,97,48,3,13,5,8,0,3,92
103年 11月,連江縣,240,74,57,32,8,1,8,4,1,0,2,54
103年 12月,新北市,36279,19140,8017,3901,2388,468,324,77,115,12,16,1822
103年 12月,臺北市,41578,22788,14851,1508,746,87,142,13,57,0,8,1376
103年 12月,桃園市,34438,18188,8096,3642,2005,275,733,267,393,3,20,815
103年 12月,臺中市,31450,17917,5102,3183,3104,244,434,123,148,10,4,1182
103年 12月,臺南市,24528,13230,6211,1951,1238,186,206,138,106,8,3,1251
103年 12月,高雄市,37986,17758,6942,2820,3415,1116,566,257,294,6,2,4809
103年 12月,宜蘭縣,5582,2856,1106,615,531,130,58,18,15,4,1,249
103年 12月,新竹縣,6848,3135,2222,795,493,18,61,45,26,0,0,53
103年 12月,苗栗縣,6215,2394,1656,695,889,89,135,35,45,2,1,274
103年 12月,彰化縣,13896,7334,1866,1334,1845,539,282,49,56,6,5,580
103年 12月,南投縣,6309,3425,976,951,515,70,116,39,32,2,2,183
103年 12月,雲林縣,6656,2688,1942,724,573,70,289,68,28,15,0,258
103年 12月,嘉義縣,6272,2047,2422,857,537,170,41,10,8,4,2,173
103年 12月,屏東縣,8672,3404,2090,1282,982,107,333,132,31,6,3,302
103年 12月,臺東縣,2230,653,219,800,413,9,22,15,3,0,40,56
103年 12月,花蓮縣,3539,2030,538,475,324,29,33,27,9,1,1,72
103年 12月,澎湖縣,1510,839,282,125,106,14,12,75,4,1,1,52
103年 12月,基隆市,5200,2880,547,482,878,22,69,8,31,1,3,280
103年 12月,新竹市,6554,3836,791,430,992,223,46,57,16,0,25,137
103年 12月,嘉義市,3824,1795,958,377,173,57,163,18,48,0,0,236
103年 12月,金門縣,946,498,163,104,48,11,24,8,6,0,3,82
103年 12月,連江縣,236,67,64,28,7,1,6,4,2,0,2,56
104年,新北市,471486,248317,112080,49643,28655,6077,3890,947,1530,64,232,20052
104年,臺北市,500053,290472,163783,13493,11202,1375,2301,224,696,2,135,16369
104年,桃園市,327426,196918,56854,34090,17829,2193,4241,1377,1582,34,134,12174
104年,臺中市,380776,219178,60779,37437,36390,3037,5564,1555,2159,92,48,14538
104年,臺南市,295987,157665,74567,24277,17293,2281,2697,1637,1271,136,56,14109
104年,高雄市,411365,188174,75440,27884,38248,9815,8001,2475,5135,76,126,55991
104年,宜蘭縣,75141,35224,15004,7869,6795,1565,766,286,190,27,19,7394
104年,新竹縣,78967,37174,24208,8973,5915,233,896,442,320,18,5,782
104年,苗栗縣,82011,30108,21315,10327,10432,1181,2898,447,603,12,23,4665
104年,彰化縣,166013,87227,21719,16661,20398,6207,3872,571,630,139,21,8568
104年,南投縣,79805,42799,14243,11142,6304,992,1325,710,419,53,33,1786
104年,雲林縣,78755,30185,23504,7740,6896,669,3552,704,478,244,35,4748
104年,嘉義縣,76901,27166,24092,12311,7767,2353,822,260,182,55,35,1858
104年,屏東縣,112980,45265,25665,15342,12352,1425,4735,1777,370,53,39,5958
104年,臺東縣,30098,9357,5810,8751,4278,169,231,413,27,79,324,659
104年,花蓮縣,45694,24234,7183,7494,4265,477,764,226,168,8,15,859
104年,澎湖縣,13833,8351,907,1199,2146,115,146,123,44,4,6,790
104年,基隆市,68615,46422,7501,5270,4305,490,1217,37,412,8,19,2934
104年,新竹市,79015,52161,7811,4506,7486,2385,668,635,264,3,182,2914
104年,嘉義市,47250,19236,13008,5923,2596,928,2527,321,689,5,9,2007
104年,金門縣,11554,6179,2148,1267,658,58,272,61,91,0,81,739
104年,連江縣,3045,779,580,362,123,17,125,41,19,7,24,967
104年 1月,新北市,37822,19758,8403,3558,2584,531,341,76,109,28,19,2416
104年 1月,臺北市,43006,23510,15410,1462,846,102,183,18,41,0,17,1417
104年 1月,桃園市,28358,16664,5072,2964,1656,208,463,134,216,4,16,962
104年 1月,臺中市,31507,18041,5049,3044,2975,336,529,146,175,5,3,1204
104年 1月,臺南市,24089,13059,6012,1892,1319,172,196,119,96,7,5,1211
104年 1月,高雄市,34458,16049,6324,2440,3123,754,753,251,344,7,8,4403
104年 1月,宜蘭縣,5798,2949,1173,616,557,135,67,23,19,3,3,251
104年 1月,新竹縣,6555,3001,2093,690,504,19,68,36,30,2,1,110
104年 1月,苗栗縣,6076,2339,1642,663,848,93,142,36,51,2,2,258
104年 1月,彰化縣,13858,7484,1719,1314,1719,618,242,41,55,20,1,646
104年 1月,南投縣,6473,3377,1390,826,515,90,98,46,34,5,2,91
104年 1月,雲林縣,6342,2492,1926,580,582,72,273,37,22,13,1,343
104年 1月,嘉義縣,6317,1968,2376,893,648,176,52,14,12,5,3,171
104年 1月,屏東縣,8341,3350,2055,1085,902,92,335,134,28,5,3,350
104年 1月,臺東縣,1946,431,260,717,405,9,9,16,2,4,42,51
104年 1月,花蓮縣,3649,1915,526,791,252,29,35,19,10,1,1,69
104年 1月,澎湖縣,927,606,73,65,76,14,17,9,4,1,0,61
104年 1月,基隆市,5504,3028,679,476,870,30,114,2,36,2,3,264
104年 1月,新竹市,6924,4145,795,479,986,228,57,41,18,0,15,159
104年 1月,嘉義市,4024,2022,956,386,186,46,174,18,51,0,0,184
104年 1月,金門縣,879,477,160,72,53,3,14,4,6,0,7,83
104年 1月,連江縣,240,69,59,30,6,1,9,3,1,0,4,57
104年 2月,新北市,39289,20044,9704,3670,2304,651,437,79,157,17,19,2208
104年 2月,臺北市,42276,23317,14993,1588,692,164,183,33,42,0,13,1251
104年 2月,桃園市,27264,16099,4844,2770,1675,206,347,123,122,3,10,1064
104年 2月,臺中市,31280,17442,4820,3225,3405,397,503,140,187,7,4,1152
104年 2月,臺南市,24633,13205,6100,1999,1546,225,239,141,117,7,1,1054
104年 2月,高雄市,35429,16137,6552,2411,3371,852,737,218,333,5,11,4801
104年 2月,宜蘭縣,6213,2984,1328,665,585,154,64,20,18,1,1,394
104年 2月,新竹縣,6686,3292,1905,778,515,26,87,37,27,0,1,19
104年 2月,苗栗縣,6125,2434,1662,656,812,99,129,32,47,1,1,252
104年 2月,彰化縣,14226,7570,1686,1310,1936,684,238,43,61,8,2,689
104年 2月,南投縣,6716,3868,1137,773,521,125,106,48,24,1,2,112
104年 2月,雲林縣,6582,2578,1796,617,640,90,364,39,29,17,2,409
104年 2月,嘉義縣,5917,2172,1710,931,644,217,66,19,12,4,3,138
104年 2月,屏東縣,8235,3306,1998,1096,885,92,339,135,26,6,2,350
104年 2月,臺東縣,1994,670,394,550,255,18,15,11,1,4,16,60
104年 2月,花蓮縣,3755,1883,548,756,310,55,68,16,10,1,0,108
104年 2月,澎湖縣,1051,780,65,73,65,16,15,4,2,1,0,31
104年 2月,基隆市,5893,2999,678,666,843,60,101,2,35,2,3,503
104年 2月,新竹市,6941,4099,792,472,970,213,53,77,21,0,14,229
104年 2月,嘉義市,3694,1717,855,401,236,57,183,18,53,1,4,170
104年 2月,金門縣,947,512,157,114,45,4,23,2,7,0,6,77
104年 2月,連江縣,227,59,59,28,7,1,10,3,1,0,4,55
104年 3月,新北市,40013,20930,9163,3849,2727,594,372,80,125,15,28,2130
104年 3月,臺北市,40781,23463,13981,1084,754,107,157,14,53,0,16,1152
104年 3月,桃園市,27866,16679,4844,2922,1605,190,387,117,153,3,12,955
104年 3月,臺中市,33083,18763,5783,3106,2986,281,518,129,190,5,5,1317
104年 3月,臺南市,23588,12796,5971,1737,1269,169,194,110,97,6,3,1235
104年 3月,高雄市,34226,15686,6254,2356,3336,851,731,206,429,6,13,4358
104年 3月,宜蘭縣,5868,2958,1219,669,528,115,60,21,16,1,2,279
104年 3月,新竹縣,6684,3089,2085,762,508,23,103,39,27,0,0,46
104年 3月,苗栗縣,5990,2216,1721,662,885,95,142,41,44,1,3,180
104年 3月,彰化縣,13458,6973,1760,1387,1772,557,305,41,55,15,2,590
104年 3月,南投縣,6429,3834,870,876,526,74,119,37,31,4,4,53
104年 3月,雲林縣,6459,2467,2000,603,557,64,252,77,60,20,5,353
104年 3月,嘉義縣,5895,2141,1808,865,640,190,64,18,12,5,5,147
104年 3月,屏東縣,8713,3468,2240,1131,907,123,347,140,27,4,3,323
104年 3月,臺東縣,2813,754,666,806,302,16,26,101,5,4,48,86
104年 3月,花蓮縣,3678,2106,520,537,362,23,34,20,9,0,2,66
104年 3月,澎湖縣,1135,650,62,81,259,12,11,5,3,0,0,53
104年 3月,基隆市,4864,3006,616,410,400,35,99,2,33,0,3,262
104年 3月,新竹市,6740,4202,766,357,850,206,39,59,31,0,11,221
104年 3月,嘉義市,3914,1516,1286,409,173,56,182,20,52,0,0,221
104年 3月,金門縣,951,524,160,98,60,8,21,5,7,0,5,62
104年 3月,連江縣,239,61,53,30,7,1,11,3,1,0,1,71
104年 4月,新北市,39377,20006,9337,5004,2082,645,344,69,109,1,18,1763
104年 4月,臺北市,39583,23249,13099,839,771,112,157,17,71,0,14,1254
104年 4月,桃園市,27443,15627,5902,2642,1549,183,323,135,119,3,10,949
104年 4月,臺中市,31052,18099,4890,3037,2879,227,428,109,164,6,2,1210
104年 4月,臺南市,23649,12869,6030,1762,1249,162,193,115,101,9,1,1156
104年 4月,高雄市,34110,15611,6327,2392,3042,844,708,205,440,6,15,4520
104年 4月,宜蘭縣,5733,2856,1153,638,596,135,62,20,15,1,1,257
104年 4月,新竹縣,6501,3084,1966,746,488,21,70,34,26,1,0,64
104年 4月,苗栗縣,6047,2304,1636,677,836,92,140,37,53,1,3,270
104年 4月,彰化縣,13264,7167,1751,1222,1628,524,261,65,53,6,0,586
104年 4月,南投縣,5784,3084,1060,792,539,89,104,28,32,2,2,51
104年 4月,雲林縣,6020,2174,1742,646,637,61,331,68,23,15,1,322
104年 4月,嘉義縣,5940,2037,1843,853,727,192,71,21,16,3,2,175
104年 4月,屏東縣,9185,3563,2275,1162,1127,174,340,133,30,4,3,374
104年 4月,臺東縣,2320,574,478,752,314,10,13,86,4,5,39,44
104年 4月,花蓮縣,3424,1823,451,563,390,43,64,16,14,1,1,58
104年 4月,澎湖縣,1089,725,65,80,147,9,13,8,2,0,0,40
104年 4月,基隆市,5298,3505,630,390,343,47,104,6,34,0,0,240
104年 4月,新竹市,6690,4188,663,383,862,220,46,77,15,0,17,219
104年 4月,嘉義市,3772,1498,1147,417,190,93,193,21,54,0,0,158
104年 4月,金門縣,984,512,161,89,50,4,21,4,7,0,7,131
104年 4月,連江縣,251,50,56,31,8,1,9,3,1,1,2,89
104年 5月,新北市,38915,20816,9067,4266,2373,487,303,66,111,0,19,1405
104年 5月,臺北市,40504,23500,13706,1226,835,95,159,13,35,0,13,922
104年 5月,桃園市,26544,16370,4267,2615,1432,185,319,114,110,2,13,1117
104年 5月,臺中市,31639,18462,5128,3090,2908,227,439,122,165,7,8,1083
104年 5月,臺南市,24013,13043,6109,1866,1299,176,209,132,108,10,2,1060
104年 5月,高雄市,34002,15541,6438,2310,3027,823,643,192,443,7,9,4571
104年 5月,宜蘭縣,5851,2936,1177,669,542,129,58,28,16,1,1,294
104年 5月,新竹縣,6670,3036,2001,943,479,21,70,40,25,1,1,54
104年 5月,苗栗縣,5939,2193,1634,683,887,82,134,38,48,1,3,236
104年 5月,彰化縣,13220,6915,1667,1381,1724,562,279,53,57,10,2,569
104年 5月,南投縣,5660,3069,1097,769,402,73,84,80,29,1,3,53
104年 5月,雲林縣,6685,2619,2022,672,627,53,290,46,62,21,5,269
104年 5月,嘉義縣,5958,2046,1964,923,595,183,70,23,12,3,3,136
104年 5月,屏東縣,8589,3460,2052,1127,981,100,330,142,27,5,4,361
104年 5月,臺東縣,2492,758,454,732,346,23,23,70,3,4,27,50
104年 5月,花蓮縣,3531,1981,503,526,327,29,66,16,14,1,1,65
104年 5月,澎湖縣,1126,702,64,82,205,8,16,7,3,0,0,38
104年 5月,基隆市,5672,4163,463,383,272,31,99,4,34,0,2,221
104年 5月,新竹市,6694,4214,668,396,819,228,56,28,21,0,19,245
104年 5月,嘉義市,3919,1682,1057,477,187,75,225,24,59,0,4,128
104年 5月,金門縣,948,503,184,89,48,4,24,4,8,0,9,76
104年 5月,連江縣,261,53,51,30,12,1,10,4,2,1,1,96
104年 6月,新北市,38171,20587,8914,3962,2272,493,305,63,112,1,18,1445
104年 6月,臺北市,41367,23817,13936,1493,695,119,233,17,41,1,9,1006
104年 6月,桃園市,26934,16664,4268,2750,1446,178,332,112,102,2,9,1071
104年 6月,臺中市,32170,18751,5147,3096,3081,221,456,129,166,8,4,1110
104年 6月,臺南市,24064,13034,6061,1893,1315,162,197,125,96,10,2,1169
104年 6月,高雄市,32861,14952,6238,2326,2869,784,637,182,455,7,12,4397
104年 6月,宜蘭縣,6054,2998,1312,645,539,136,61,23,17,1,2,322
104年 6月,新竹縣,6450,3062,2010,674,484,19,79,40,27,1,0,55
104年 6月,苗栗縣,6042,2419,1650,637,872,80,136,37,47,1,4,159
104年 6月,彰化縣,13494,7150,1842,1365,1596,550,289,41,55,19,2,585
104年 6月,南投縣,5912,3570,828,835,360,74,99,31,30,3,1,80
104年 6月,雲林縣,6351,2500,1854,673,556,53,241,113,64,24,1,272
104年 6月,嘉義縣,5822,2059,1884,922,510,187,75,21,14,3,5,142
104年 6月,屏東縣,9024,3528,2073,1146,1197,114,410,141,41,4,3,367
104年 6月,臺東縣,2306,723,356,600,416,18,46,66,2,9,29,41
104年 6月,花蓮縣,3641,2043,547,487,374,33,69,20,14,0,1,54
104年 6月,澎湖縣,1121,714,58,98,173,7,11,5,5,0,0,50
104年 6月,基隆市,5988,4279,554,454,284,47,106,5,36,0,2,221
104年 6月,新竹市,6822,4234,709,384,809,218,74,77,14,0,16,286
104年 6月,嘉義市,4134,1669,1144,512,204,67,219,25,57,0,0,237
104年 6月,金門縣,973,517,240,87,47,4,20,5,6,0,7,42
104年 6月,連江縣,288,62,51,30,14,1,10,3,2,1,2,113
104年 7月,新北市,39681,20585,9459,4617,2315,510,306,86,225,1,18,1560
104年 7月,臺北市,42105,24097,14136,1224,1107,91,173,24,41,0,8,1204
104年 7月,桃園市,26665,16230,4232,2870,1585,164,341,108,113,2,11,1010
104年 7月,臺中市,32061,18848,5033,3230,2903,232,436,125,166,8,4,1077
104年 7月,臺南市,25326,13245,6314,2083,1478,217,251,155,121,19,8,1435
104年 7月,高雄市,33148,15118,6132,2251,3066,807,648,191,454,7,11,4464
104年 7月,宜蘭縣,6109,3047,1257,654,608,136,63,34,17,1,2,291
104年 7月,新竹縣,6571,3113,2014,727,501,21,69,36,25,2,0,64
104年 7月,苗栗縣,5479,2099,1462,584,874,89,119,35,42,1,1,173
104年 7月,彰化縣,13882,7268,1829,1422,1654,459,419,46,45,7,1,733
104年 7月,南投縣,6401,3570,1036,812,627,72,106,41,33,5,3,96
104年 7月,雲林縣,6709,2601,2139,647,603,52,268,49,26,23,1,300
104年 7月,嘉義縣,6521,2261,2073,1076,654,197,81,28,17,5,2,128
104年 7月,屏東縣,9399,3569,2079,1229,1011,117,434,157,28,4,3,768
104年 7月,臺東縣,2713,635,746,832,346,11,21,11,2,14,25,71
104年 7月,花蓮縣,4012,1810,525,1085,319,49,112,22,9,0,8,74
104年 7月,澎湖縣,1176,631,54,114,293,10,8,7,3,1,1,56
104年 7月,基隆市,6067,4325,701,414,253,24,97,4,36,0,0,213
104年 7月,新竹市,6762,4543,711,396,450,223,57,39,22,0,14,307
104年 7月,嘉義市,3986,1689,1036,511,218,72,228,27,57,0,0,146
104年 7月,金門縣,972,510,235,85,49,14,24,5,6,0,8,36
104年 7月,連江縣,269,69,41,32,12,2,11,3,2,1,1,95
104年 8月,新北市,40627,21974,9507,4486,2325,389,304,87,115,0,19,1421
104年 8月,臺北市,47699,29859,12945,1033,1054,90,383,17,178,0,7,2134
104年 8月,桃園市,27119,16565,4429,2868,1420,154,326,118,127,3,9,1101
104年 8月,臺中市,32662,18947,5193,3185,3140,216,470,128,198,8,5,1172
104年 8月,臺南市,26893,13338,6387,2234,1628,199,253,152,116,20,10,2556
104年 8月,高雄市,32455,14611,6013,2092,3062,795,627,209,459,7,5,4577
104年 8月,宜蘭縣,8302,2985,1301,677,591,119,56,24,14,2,1,2531
104年 8月,新竹縣,6646,3155,2029,727,510,21,64,40,23,2,0,74
104年 8月,苗栗縣,6584,2607,1530,703,912,109,139,40,53,1,1,488
104年 8月,彰化縣,14522,7308,1807,1412,1662,433,404,47,52,8,5,1383
104年 8月,南投縣,6392,3532,1141,801,476,65,98,37,30,2,1,210
104年 8月,雲林縣,6779,2400,1801,683,700,46,287,35,25,23,4,775
104年 8月,嘉義縣,6984,2462,2229,1127,703,182,79,23,20,5,3,152
104年 8月,屏東縣,9639,3566,2208,1356,1013,118,435,156,31,4,4,748
104年 8月,臺東縣,2619,1099,318,668,394,22,18,10,2,8,28,53
104年 8月,花蓮縣,4109,2262,708,549,362,50,60,23,16,0,1,78
104年 8月,澎湖縣,1206,698,79,96,237,7,10,11,4,1,1,62
104年 8月,基隆市,6829,5049,683,444,198,33,102,4,35,0,0,278
104年 8月,新竹市,6703,4634,584,353,351,243,75,101,19,0,15,328
104年 8月,嘉義市,4019,1419,1249,554,273,87,221,32,57,1,0,125
104年 8月,金門縣,941,514,176,105,59,3,22,4,9,0,7,41
104年 8月,連江縣,277,64,47,35,11,2,11,3,2,0,1,101
104年 9月,新北市,39555,21195,9689,4328,2255,382,295,97,125,1,16,1172
104年 9月,臺北市,41722,23531,13369,1116,1068,169,198,15,53,0,10,2192
104年 9月,桃園市,27164,16419,4630,2827,1458,152,326,112,130,3,12,1094
104年 9月,臺中市,31430,18132,5032,3209,2944,226,435,141,186,9,4,1111
104年 9月,臺南市,25129,13279,6412,2247,1631,199,244,148,104,13,6,847
104年 9月,高雄市,33394,15039,6329,2249,2991,767,616,199,449,7,9,4739
104年 9月,宜蘭縣,6377,2845,1166,616,546,116,59,20,14,2,1,993
104年 9月,新竹縣,6669,3074,2099,753,485,20,87,36,26,2,0,88
104年 9月,苗栗縣,6218,2590,1459,689,912,106,130,35,46,1,1,251
104年 9月,彰化縣,14457,7434,1954,1454,1713,468,304,45,46,9,3,1028
104年 9月,南投縣,6240,3269,1198,821,528,73,77,34,31,3,3,201
104年 9月,雲林縣,6742,2647,2079,678,497,42,225,72,86,27,4,385
104年 9月,嘉義縣,6827,2322,2257,1151,662,181,61,23,19,4,2,146
104年 9月,屏東縣,10332,4310,2128,1497,1027,121,434,156,31,5,3,621
104年 9月,臺東縣,2291,800,384,612,364,15,14,10,2,4,28,56
104年 9月,花蓮縣,3870,1933,816,463,416,40,75,24,27,1,0,75
104年 9月,澎湖縣,1200,704,95,121,193,7,9,5,4,0,1,61
104年 9月,基隆市,5864,4211,664,395,212,19,97,3,32,0,2,229
104年 9月,新竹市,6066,4400,564,339,303,63,44,19,41,0,14,279
104年 9月,嘉義市,3862,1422,1059,569,227,110,226,35,61,1,0,152
104年 9月,金門縣,946,512,179,110,50,3,24,6,7,0,8,46
104年 9月,連江縣,288,67,46,32,10,2,9,3,2,1,2,114
104年 10月,新北市,39938,21448,9472,4048,2541,426,309,82,109,0,23,1480
104年 10月,臺北市,41297,23403,13686,1009,1352,105,172,15,48,0,10,1499
104年 10月,桃園市,27259,16472,4729,2925,1423,181,360,106,125,3,11,924
104年 10月,臺中市,32680,18793,5130,3235,3146,219,468,133,187,12,4,1354
104年 10月,臺南市,25008,13330,6399,2226,1597,200,243,146,107,13,6,741
104年 10月,高雄市,34444,15844,5992,2157,3343,824,627,214,455,6,9,4971
104年 10月,宜蘭縣,6815,2921,1322,693,612,129,71,23,16,9,4,1015
104年 10月,新竹縣,6801,3202,2121,762,513,18,78,35,28,2,1,41
104年 10月,苗栗縣,7018,3007,1629,698,967,118,135,36,49,0,2,376
104年 10月,彰化縣,13893,7257,1894,1512,1692,439,435,53,46,10,1,555
104年 10月,南投縣,8370,4034,1440,1336,529,75,187,168,69,20,3,508
104年 10月,雲林縣,6436,2478,1864,665,487,44,344,48,26,21,3,455
104年 10月,嘉義縣,7057,2511,2090,1200,760,206,72,24,15,6,2,172
104年 10月,屏東縣,10521,4336,2205,1480,1083,122,447,160,33,4,3,648
104年 10月,臺東縣,2766,931,601,783,371,5,17,10,1,3,3,41
104年 10月,花蓮縣,4095,2306,682,528,377,41,67,17,16,1,1,60
104年 10月,澎湖縣,1341,693,85,117,183,6,9,29,3,0,1,215
104年 10月,基隆市,5869,4140,654,409,240,81,99,2,33,0,0,209
104年 10月,新竹市,6455,4433,602,325,398,235,67,12,20,0,16,345
104年 10月,嘉義市,3917,1496,1007,574,250,94,230,37,64,1,1,163
104年 10月,金門縣,1024,532,179,157,62,3,22,5,7,0,5,53
104年 10月,連江縣,254,74,44,32,10,1,11,5,2,0,2,71
104年 11月,新北市,39255,20906,9038,4324,2338,463,294,98,113,0,19,1663
104年 11月,臺北市,40201,22952,14197,641,972,101,134,15,41,0,11,1137
104年 11月,桃園市,27077,16463,4605,3025,1190,192,364,102,143,3,9,979
104年 11月,臺中市,30575,17451,4704,3022,2938,218,420,125,193,7,4,1494
104年 11月,臺南市,24703,13188,6356,2156,1460,191,229,144,102,11,5,862
104年 11月,高雄市,35528,16627,6130,2485,3182,821,626,189,431,6,9,5022
104年 11月,宜蘭縣,6010,2854,1338,658,542,125,70,28,15,3,1,376
104年 11月,新竹縣,6446,3046,1944,731,489,12,69,36,30,2,0,87
104年 11月,苗栗縣,9467,3042,3711,763,783,106,167,42,62,1,1,787
104年 11月,彰化縣,13715,7334,1872,1444,1560,457,326,46,51,13,1,611
104年 11月,南投縣,7382,3697,1428,1217,577,87,117,53,33,3,2,169
104年 11月,雲林縣,6645,2610,2026,639,468,45,367,41,28,20,2,400
104年 11月,嘉義縣,7041,2658,1970,1217,662,221,71,25,19,5,3,191
104年 11月,屏東縣,10444,4401,2141,1554,1075,132,439,160,34,4,3,502
104年 11月,臺東縣,2534,761,542,720,405,8,15,10,1,4,19,49
104年 11月,花蓮縣,4158,2238,701,587,405,50,58,17,18,1,1,83
104年 11月,澎湖縣,1197,739,102,134,96,6,11,27,4,0,1,76
